TaiwanLongTermCareImplementationGuide
=========================================

/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Bundle-hah-document.json: line 218, col 10, Info - None of the codings provided are in the value set 'FHIR Document Type Codes' (http://hl7.org/fhir/ValueSet/doc-typecodes|4.0.1), and a coding is recommended to come from this value set (codes = http://ltc-ig.fhir.tw/CodeSystem/hah-document#discharge-summary) (CODEINVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3471, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3483, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3508, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3520, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3545, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3557, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3582, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3594, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3619, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3631, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3656, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3668, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3693, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3705, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3730, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3742, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3767, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3779, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3816, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3828, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3846, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3858, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3883, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3895, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3920, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3932, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3957, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3969, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 3994, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4006, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4031, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4043, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4068, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4080, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4105, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4117, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4142, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4154, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4179, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4191, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4216, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4228, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4253, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4265, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4290, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4302, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4327, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4339, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4364, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4376, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4401, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4413, col 24, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-foot-record-example.json: line 4455, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-healthyhabits-example.json: line 44, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-healthyhabits-example.json: line 56, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-healthyhabits-example.json: line 68, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-healthyhabits-example.json: line 80, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-healthyhabits-example.json: line 92, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-healthyhabits-example.json: line 107, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-pain-nonverbal-example.json: line 44, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-pain-nonverbal-example.json: line 126, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-pain-verbal-example.json: line 44, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-pain-verbal-example.json: line 126, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-painevaluations-example.json: line 52, col 12, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-staffegy-example.json: line 26, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/QuestionnaireResponse-hn-staffegy-example.json: line 59, col 16, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-answer|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ServiceRequest-hah-consult-request.json: line 36, col 4, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ServiceRequest-hah-transfer-request.json: line 21, col 4, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-AdverseEvent-twltc.json: line 1, col 67733, Info - The extension http://hl7.org/fhir/StructureDefinition/elementdefinition-maxValueSet|5.3.0 is deprecated with the note: 'Use additionalBinding extension or element instead' (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHAdmissionEncounter.json: line 1, col 57629, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode' to 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHAdmissionEncounter.json: line 1, col 64318, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode' to 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHAdmissionEncounter.json: line 1, col 65435, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHAdmissionEncounter.json: line 1, col 95855, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActPriority'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActPriority' to 'http://terminology.hl7.org/ValueSet/v3-ActPriority|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHAdmissionEncounter.json: line 1, col 134665, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v2-0092'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#7.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v2-0092' to 'http://terminology.hl7.org/ValueSet/v2-0092|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHAdmissionEncounter.json: line 1, col 151372, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 189148, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 206514, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 223711, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 240941, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 258312, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 275522, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 292897, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 303863, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 304565, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 305072, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 305597, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 306265, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 306812, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHCompositionSummary.json: line 1, col 307529, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-document|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHConsent.json: line 1, col 93308, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-PurposeOfUse'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.1.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.1.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-PurposeOfUse' to 'http://terminology.hl7.org/ValueSet/v3-PurposeOfUse|3.1.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEncounter.json: line 1, col 55385, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode' to 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEncounter.json: line 1, col 62074, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode' to 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode|3.0.0' (INVALID)
